# Spectrum file for cosima

IP LIN

DP 10 3.46969e-25
DP 10.0184 3.47841e-25
DP 10.0369 3.48716e-25
DP 10.0554 3.49592e-25
DP 10.074 3.50471e-25
DP 10.0925 3.51352e-25
DP 10.1111 3.52236e-25
DP 10.1298 3.53121e-25
DP 10.1485 3.54009e-25
DP 10.1672 3.54899e-25
DP 10.1859 3.55792e-25
DP 10.2047 3.56686e-25
DP 10.2235 3.57583e-25
DP 10.2424 3.58483e-25
DP 10.2612 3.59384e-25
DP 10.2802 3.60288e-25
DP 10.2991 3.61194e-25
DP 10.3181 3.62102e-25
DP 10.3371 3.63013e-25
DP 10.3562 3.63926e-25
DP 10.3753 3.64841e-25
DP 10.3944 3.65758e-25
DP 10.4136 3.66678e-25
DP 10.4328 3.67601e-25
DP 10.452 3.68525e-25
DP 10.4713 3.69452e-25
DP 10.4906 3.70381e-25
DP 10.5099 3.71313e-25
DP 10.5293 3.72247e-25
DP 10.5487 3.73183e-25
DP 10.5682 3.74122e-25
DP 10.5877 3.75063e-25
DP 10.6072 3.76006e-25
DP 10.6267 3.76952e-25
DP 10.6463 3.779e-25
DP 10.666 3.78851e-25
DP 10.6856 3.79804e-25
DP 10.7053 3.8076e-25
DP 10.7251 3.81718e-25
DP 10.7448 3.82678e-25
DP 10.7647 3.83641e-25
DP 10.7845 3.84606e-25
DP 10.8044 3.85573e-25
DP 10.8243 3.86544e-25
DP 10.8443 3.87516e-25
DP 10.8643 3.88491e-25
DP 10.8843 3.89469e-25
DP 10.9044 3.90449e-25
DP 10.9245 3.91431e-25
DP 10.9446 3.92416e-25
DP 10.9648 3.93403e-25
DP 10.985 3.94393e-25
DP 11.0053 3.95386e-25
DP 11.0255 3.96381e-25
DP 11.0459 3.97378e-25
DP 11.0662 3.98378e-25
DP 11.0866 3.99381e-25
DP 11.1071 4.00386e-25
DP 11.1276 4.01394e-25
DP 11.1481 4.02404e-25
DP 11.1686 4.03417e-25
DP 11.1892 4.04432e-25
DP 11.2099 4.0545e-25
DP 11.2305 4.0647e-25
DP 11.2512 4.07494e-25
DP 11.272 4.08519e-25
DP 11.2928 4.09548e-25
DP 11.3136 4.10578e-25
DP 11.3344 4.11612e-25
DP 11.3553 4.12648e-25
DP 11.3763 4.13687e-25
DP 11.3972 4.14728e-25
DP 11.4183 4.15772e-25
DP 11.4393 4.16819e-25
DP 11.4604 4.17868e-25
DP 11.4815 4.1892e-25
DP 11.5027 4.19975e-25
DP 11.5239 4.21032e-25
DP 11.5452 4.22092e-25
DP 11.5664 4.23155e-25
DP 11.5878 4.24221e-25
DP 11.6091 4.25289e-25
DP 11.6305 4.2636e-25
DP 11.652 4.27433e-25
DP 11.6735 4.28509e-25
DP 11.695 4.29588e-25
DP 11.7166 4.3067e-25
DP 11.7382 4.31755e-25
DP 11.7598 4.32842e-25
DP 11.7815 4.33932e-25
DP 11.8032 4.35025e-25
DP 11.825 4.3612e-25
DP 11.8468 4.37219e-25
DP 11.8686 4.3832e-25
DP 11.8905 4.39424e-25
DP 11.9124 4.4053e-25
DP 11.9344 4.4164e-25
DP 11.9564 4.42752e-25
DP 11.9784 4.43867e-25
DP 12.0005 4.44985e-25
DP 12.0226 4.46106e-25
DP 12.0448 4.4723e-25
DP 12.067 4.48357e-25
DP 12.0893 4.49486e-25
DP 12.1116 4.50618e-25
DP 12.1339 4.51753e-25
DP 12.1563 4.52891e-25
DP 12.1787 4.54032e-25
DP 12.2011 4.55176e-25
DP 12.2236 4.56323e-25
DP 12.2462 4.57473e-25
DP 12.2687 4.58625e-25
DP 12.2914 4.59781e-25
DP 12.314 4.60939e-25
DP 12.3367 4.621e-25
DP 12.3595 4.63265e-25
DP 12.3823 4.64432e-25
DP 12.4051 4.65602e-25
DP 12.428 4.66776e-25
DP 12.4509 4.67952e-25
DP 12.4738 4.69131e-25
DP 12.4968 4.70313e-25
DP 12.5199 4.71498e-25
DP 12.543 4.72687e-25
DP 12.5661 4.73878e-25
DP 12.5893 4.75072e-25
DP 12.6125 4.76269e-25
DP 12.6357 4.7747e-25
DP 12.659 4.78673e-25
DP 12.6824 4.7988e-25
DP 12.7057 4.81089e-25
DP 12.7292 4.82302e-25
DP 12.7526 4.83517e-25
DP 12.7761 4.84736e-25
DP 12.7997 4.85958e-25
DP 12.8233 4.87183e-25
DP 12.8469 4.88411e-25
DP 12.8706 4.89642e-25
DP 12.8944 4.90877e-25
DP 12.9181 4.92114e-25
DP 12.942 4.93355e-25
DP 12.9658 4.94599e-25
DP 12.9897 4.95846e-25
DP 13.0137 4.97096e-25
DP 13.0377 4.98349e-25
DP 13.0617 4.99605e-25
DP 13.0858 5.00865e-25
DP 13.1099 5.02128e-25
DP 13.1341 5.03394e-25
DP 13.1583 5.04664e-25
DP 13.1826 5.05936e-25
DP 13.2069 5.07212e-25
DP 13.2312 5.08491e-25
DP 13.2556 5.09773e-25
DP 13.2801 5.11059e-25
DP 13.3045 5.12348e-25
DP 13.3291 5.1364e-25
DP 13.3537 5.14935e-25
DP 13.3783 5.16234e-25
DP 13.4029 5.17536e-25
DP 13.4276 5.18841e-25
DP 13.4524 5.2015e-25
DP 13.4772 5.21462e-25
DP 13.5021 5.22777e-25
DP 13.527 5.24096e-25
DP 13.5519 5.25418e-25
DP 13.5769 5.26743e-25
DP 13.6019 5.28072e-25
DP 13.627 5.29404e-25
DP 13.6521 5.3074e-25
DP 13.6773 5.32079e-25
DP 13.7025 5.33421e-25
DP 13.7278 5.34767e-25
DP 13.7531 5.36116e-25
DP 13.7784 5.37469e-25
DP 13.8038 5.38825e-25
DP 13.8293 5.40184e-25
DP 13.8548 5.41547e-25
DP 13.8803 5.42914e-25
DP 13.9059 5.44284e-25
DP 13.9316 5.45657e-25
DP 13.9573 5.47034e-25
DP 13.983 5.48414e-25
DP 14.0088 5.49798e-25
DP 14.0346 5.51186e-25
DP 14.0605 5.52577e-25
DP 14.0864 5.53971e-25
DP 14.1124 5.5537e-25
DP 14.1384 5.56771e-25
DP 14.1645 5.58176e-25
DP 14.1906 5.59585e-25
DP 14.2167 5.60998e-25
DP 14.243 5.62414e-25
DP 14.2692 5.63833e-25
DP 14.2955 5.65257e-25
DP 14.3219 5.66684e-25
DP 14.3483 5.68114e-25
DP 14.3747 5.69548e-25
DP 14.4012 5.70986e-25
DP 14.4278 5.72427e-25
DP 14.4544 5.73873e-25
DP 14.481 5.75322e-25
DP 14.5077 5.76774e-25
DP 14.5345 5.7823e-25
DP 14.5613 5.7969e-25
DP 14.5881 5.81154e-25
DP 14.615 5.82621e-25
DP 14.642 5.84093e-25
DP 14.669 5.85567e-25
DP 14.696 5.87046e-25
DP 14.7231 5.88529e-25
DP 14.7503 5.90015e-25
DP 14.7775 5.91505e-25
DP 14.8047 5.92999e-25
DP 14.832 5.94496e-25
DP 14.8594 5.95998e-25
DP 14.8868 5.97503e-25
DP 14.9142 5.99012e-25
DP 14.9417 6.00525e-25
DP 14.9692 6.02042e-25
DP 14.9968 6.03563e-25
DP 15.0245 6.05087e-25
DP 15.0522 6.06616e-25
DP 15.08 6.08148e-25
DP 15.1078 6.09684e-25
DP 15.1356 6.11225e-25
DP 15.1635 6.12769e-25
DP 15.1915 6.14317e-25
DP 15.2195 6.15869e-25
DP 15.2475 6.17425e-25
DP 15.2757 6.18985e-25
DP 15.3038 6.20549e-25
DP 15.332 6.22117e-25
DP 15.3603 6.23689e-25
DP 15.3886 6.25264e-25
DP 15.417 6.26844e-25
DP 15.4454 6.28428e-25
DP 15.4739 6.30017e-25
DP 15.5024 6.31609e-25
DP 15.531 6.33205e-25
DP 15.5597 6.34805e-25
DP 15.5883 6.36409e-25
DP 15.6171 6.38018e-25
DP 15.6459 6.3963e-25
DP 15.6747 6.41247e-25
DP 15.7036 6.42868e-25
DP 15.7326 6.44493e-25
DP 15.7616 6.46122e-25
DP 15.7906 6.47755e-25
DP 15.8198 6.49393e-25
DP 15.8489 6.51034e-25
DP 15.8782 6.5268e-25
DP 15.9074 6.5433e-25
DP 15.9368 6.55984e-25
DP 15.9661 6.57643e-25
DP 15.9956 6.59305e-25
DP 16.0251 6.60972e-25
DP 16.0546 6.62644e-25
DP 16.0842 6.64319e-25
DP 16.1139 6.65999e-25
DP 16.1436 6.67683e-25
DP 16.1734 6.69371e-25
DP 16.2032 6.71064e-25
DP 16.233 6.72761e-25
DP 16.263 6.74462e-25
DP 16.293 6.76168e-25
